Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Wide-Coverage Semantic Analysis Boxer	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Boxer open-domain software component semantic analysis text, based Combinatory Categorial Grammar (CCG) Discourse Representation Theory (DRT).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Used together C&C tools, Boxer reaches 95% coverage newswire texts.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	semantic representations produced Boxer, known Discourse Representation Structures (DRSs), incorporate neoDavidsonian representations events, using VerbNet inventory thematic roles.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	resulting DRSs translated ordinary first-order logic formulas processing standard theorem provers first-order logic.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Boxer’s performance shared task comparing semantic represtations promising.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	able produce complete DRSs seven texts.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Manually inspecting output revealed that: (a) computed predicate argument structure generally high quality, particular dealing hard constructions involving control coordination; (b) discourse structure triggered conditionals, negation discourse adverbs overall correctly computed; (c) measure time expressions correctly analysed, others aren’t; (d) several shallow analyses given lexical phrases require deep analysis; (e) bridging references pronouns resolved cases.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Boxer distributed C&C tools freely available research purposes.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	277	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Boxer open-domain tool computing reasoning semantic representations.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Based Discourse Representation Theory (Kamp Reyle, 1993), Boxer able construct Discourse Representation Structures (DRSs short, informally called “boxes” way graphically displayed) English sentences texts.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	translation DRSs first-order formulas, opens way perform inference including automated reasoning tools theorem provers model builders (Blackburn Bos, 2005).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	2.1 Combinatory Categorial Grammar.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	preliminary semantics, need syntax.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Boxer implements syntax-semantics interface based Combinatory Categorial Grammar, CCG (Steedman, 2001).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	CCG lends extremely well task lexically driven “grammar” rules, less type-transparency principle, says syntactic type (a CCG category) corresponds unique semantic type (a lambda-expression).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	syntax-semantics clearly defined, choice logical form independent categorial framework underlying it.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Steedman uses simple predicate argument structures expressed via untyped lambda calculus illustrate construction logical forms CCG (Steedman, 2001).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	instead opt Discourse Representation Theory, widely accepted sophisticated formal theory natural language meaning dealing large variety semantic phenomena.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	2.2 Discourse Representation Theory.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	DRT formal semantic theory originally designed Kamp cope anaphoric pronouns temporal relations (Kamp, 1981).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	DRT uses explicit intermediate semantic representation, called DRS (Discourse Representation Structure), dealing anaphoric contextually sensitive linguistic phenomena ellipsis presupposition.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	choose DRT established well- documented formal theory meaning, covering number semantic phenomena ranging pronouns, abstract anaphora, presupposition, tense aspect, propositional attitudes, plurals (Kamp Reyle, 1993; Asher, 1993; Van der Sandt, 1992).In terms expressive power, three different kinds representations distin guished Boxer: 1.	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	Discourse Representation Structures (DRSs).	0
Many previous hand-engineered natural language understanding systems (Grosz et al., 1987; Alshawi, 1992; Bos, 2008) designed build general meaning representations adapted different domains.	2.	0
