Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Using Random Walks Question-focused Sentence Retrieval	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	consider problem question-focused sentence retrieval complexnews articles describing multi-event stories published time.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Annotators generated list questions central understanding story corpus.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	dynamic nature stories,many questions time-sensitive (e.g.How many victims found?)Judges found sentences providing answer question.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	address thesentence retrieval problem, apply astochastic, graph-based method comparing relative importance textual units, previously used successfully generic summarization.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Currently, present topic-sensitive versionof method hypothesize canoutperform competitive baseline, whichcompares similarity sentenceto input question via IDFweightedword overlap.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	experiments, themethod achieves TRDR score significantly higher baseline.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Recent work motivated need systemsthat support Information Synthesis tasks, whicha user seeks global understanding topic orstory (Amigo et al., 2004).	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	contrast classical question answering setting (e.g. TREC-style Q&A (Voorhees Tice, 2000)), userpresents single question system returns acorresponding answer (or set likely answers), inthis case user complex informationneed.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Similarly, reading complex newsstory, emergency situation, users mightseek answers set questions order understand better.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	example, Figure 1 showsthe interface Web-based news summarizationsystem, user queried informationabout Hurricane Isabel.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Understanding storiesis challenging number reasons.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	particular,complex stories contain many sub-events (e.g. thedevastation hurricane, relief effort, etc.) Inaddition, facts surrounding situationdo change (such Which area hurricane first hit?), others may change time (Howmany people left homeless?).	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Therefore, working towards developing systemfor question answering clusters complex stories published time.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	seen bottom Figure 1, plan add component ourcurrent system allows users ask questions asthey read story.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	may choose receiveeither precise answer question-focused summary.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	Currently, address question-focused sentence retrieval task.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	passage retrieval (PR) isclearly new problem (e.g.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	(Robertson et al.,1992; Salton et al., 1993)), remains important andyet often overlooked.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	noted (Gaizauskas et al.,2004), PR crucial first step questionanswering, Q&A research typically empha915 Hurricane Isabel's outer bands moving onshoreproduced 09/18, 6:18 2% SummaryThe North Carolina coast braced weakened still potent Hurricane Isabel already rain-soaked areas faraway Pennsylvania prepared possibly ruinous flooding.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	(2:3) hurricane warning effect CapeFear southern North Carolina VirginiaMaryland line, tropical storm warnings extended South Carolinato New Jersey.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	(2:14) outer edge hurricane approached North Carolina coast Wednesday, center storm still400 miles south-southeast Cape Hatteras, N.C., late Wednesday morning.	0
Considering Question Topic: first introduce incorporate question topic Markov Random Walk model, similar Topic-sensitive LexRank (Otterbacher et al., 2005).	(3:10) BBC NEWS World AmericasHurricane Isabel prompts US shutdown (4:1) Ask us:What states affected hurricane far?	0
