multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	BiTAM: Bilingual Topic AdMixture Models forWord Alignment	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	propose novel bilingual topical admixture (BiTAM) formalism word alignment statistical machine translation.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	formalism, parallel sentence-pairs within document-pair assumed constitute mixture hidden topics; word-pair follows topic-specific bilingual translation model.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Three BiTAM models proposed capture topic sharing different levels linguistic granularity (i.e., sentence word levels).	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	models enable word- alignment process leverage topical contents document-pairs.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Efficient variational approximation algorithms designed inference parameter estimation.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	inferred latent topics, BiTAM models facilitate coherent pairing bilingual linguistic entities share common topical aspects.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	preliminary experiments show proposed models improve word alignment accuracy, lead better translation quality.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Parallel data treated sets unrelated sentence-pairs state-of-the-art statistical machine translation (SMT) models.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	current approaches emphasize within-sentence dependencies distortion (Brown et al., 1993), dependency alignment HMM (Vogel et al., 1996), syntax mappings (Yamada Knight, 2001).	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Beyond sentence-level, corpus- level word-correlation contextual-level topical information may help disambiguate translation candidates word-alignment choices.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	example, frequent source words (e.g., functional words) likely translated words also frequent target side; words topic generally bear correlations similar translations.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Extended contextual information especially useful translation models vague due reliance solely word-pair co- occurrence statistics.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	example, word shot “It nice shot.” translated differently depending context sentence: goal context sports, photo within context sightseeing.	0
multilingual topic models require parallel text, either document (Ni et al., 2009; Mimno et al., 2009) word-level (Kim Khudanpur, 2004; Zhao Xing, 2006).	Nida (1964) stated sentence-pairs tied logic-flow document-pair; words, document-pair word-aligned one entity instead uncorrelated instances.	0
